s3->rx1:646 s3->rx2:822 s1->tx1:13752 s1->tx2:13752 s1->tx3:13682
s3->rx1:1904 s3->rx2:330008 s1->tx1:3766 s1->tx2:354753 s1->tx3:3926
s3->rx1:0 s3->rx2:2633904 s1->tx1:1347 s1->tx2:2635048 s1->tx3:1075
s3->rx1:70 s3->rx2:2636998 s1->tx1:1708 s1->tx2:2640148 s1->tx3:1980
s3->rx1:0 s3->rx2:2636928 s1->tx1:60 s1->tx2:2635536 s1->tx3:120
s3->rx1:0 s3->rx2:2635416 s1->tx1:365 s1->tx2:2638745 s1->tx3:60
s3->rx1:336 s3->rx2:2637264 s1->tx1:1166 s1->tx2:2638094 s1->tx3:1411
s3->rx1:0 s3->rx2:2639952 s1->tx1:60 s1->tx2:2640012 s1->tx3:60
s3->rx1:0 s3->rx2:2638440 s1->tx1:60 s1->tx2:2636988 s1->tx3:60
s3->rx1:0 s3->rx2:2636928 s1->tx1:130 s1->tx2:2638500 s1->tx3:60
s3->rx1:0 s3->rx2:2639952 s1->tx1:200 s1->tx2:2640222 s1->tx3:200
s3->rx1:70 s3->rx2:2639952 s1->tx1:480 s1->tx2:2640562 s1->tx3:680
s3->rx1:0 s3->rx2:2636998 s1->tx1:400 s1->tx2:2637198 s1->tx3:270
s3->rx1:0 s3->rx2:2639952 s1->tx1:466 s1->tx2:2638906 s1->tx3:263
s3->rx1:0 s3->rx2:2638440 s1->tx1:669 s1->tx2:2640621 s1->tx3:872
s3->rx1:0 s3->rx2:2639952 s1->tx1:60 s1->tx2:2638500 s1->tx3:60
s3->rx1:0 s3->rx2:2638440 s1->tx1:60 s1->tx2:2640012 s1->tx3:60
s3->rx1:0 s3->rx2:2635416 s1->tx1:60 s1->tx2:2636988 s1->tx3:60
s3->rx1:0 s3->rx2:2639952 s1->tx1:60 s1->tx2:2640012 s1->tx3:120
s3->rx1:0 s3->rx2:2639952 s1->tx1:120 s1->tx2:2638560 s1->tx3:60
s3->rx1:0 s3->rx2:2638440 s1->tx1:60 s1->tx2:2636988 s1->tx3:60
s3->rx1:0 s3->rx2:2638440 s1->tx1:60 s1->tx2:2638500 s1->tx3:60
s3->rx1:0 s3->rx2:2636928 s1->tx1:60 s1->tx2:2638500 s1->tx3:60
s3->rx1:0 s3->rx2:2638440 s1->tx1:130 s1->tx2:2638500 s1->tx3:60
s3->rx1:0 s3->rx2:2636928 s1->tx1:130 s1->tx2:2638570 s1->tx3:130
s3->rx1:0 s3->rx2:2638440 s1->tx1:130 s1->tx2:2637128 s1->tx3:190
s3->rx1:0 s3->rx2:2638440 s1->tx1:260 s1->tx2:2640212 s1->tx3:270
s3->rx1:0 s3->rx2:2641464 s1->tx1:60 s1->tx2:2638500 s1->tx3:60
s3->rx1:70 s3->rx2:2636928 s1->tx1:480 s1->tx2:2638920 s1->tx3:550
s3->rx1:336 s3->rx2:2638440 s1->tx1:956 s1->tx2:1525052 s1->tx3:956
s3->rx1:0 s3->rx2:2638510 s1->tx1:130 s1->tx2:639706 s1->tx3:60
s3->rx1:0 s3->rx2:2635416 s1->tx1:263 s1->tx2:641351 s1->tx3:263
s3->rx1:293328 s3->rx2:2636928 s1->tx1:293388 s1->tx2:641148 s1->tx3:60
s3->rx1:259378 s3->rx2:2636928 s1->tx1:259438 s1->tx2:641208 s1->tx3:120
s3->rx1:33950 s3->rx2:2635416 s1->tx1:34070 s1->tx2:641148 s1->tx3:60
s3->rx1:35308 s3->rx2:2638482 s1->tx1:35368 s1->tx2:639636 s1->tx3:60
s3->rx1:958748 s3->rx2:2636970 s1->tx1:373510 s1->tx2:641148 s1->tx3:60
s3->rx1:2125312 s3->rx2:2633946 s1->tx1:2741862 s1->tx2:641148 s1->tx3:60
s3->rx1:2638636 s3->rx2:2166738 s1->tx1:2607420 s1->tx2:639636 s1->tx3:60
s3->rx1:3043320 s3->rx2:42 s1->tx1:3008030 s1->tx2:642660 s1->tx3:60
s3->rx1:2752666 s3->rx2:42 s1->tx1:2788034 s1->tx2:641208 s1->tx3:120
s3->rx1:2910236 s3->rx2:2115288 s1->tx1:2727194 s1->tx2:621660 s1->tx3:228
s3->rx1:1984038 s3->rx2:2639952 s1->tx1:2167428 s1->tx2:642660 s1->tx3:60
s3->rx1:729246 s3->rx2:2638440 s1->tx1:729306 s1->tx2:641148 s1->tx3:60
s3->rx1:775418 s3->rx2:2638440 s1->tx1:775478 s1->tx2:641148 s1->tx3:60
s3->rx1:765912 s3->rx2:2639952 s1->tx1:765972 s1->tx2:641148 s1->tx3:60
s3->rx1:775418 s3->rx2:2635416 s1->tx1:726590 s1->tx2:639636 s1->tx3:60
s3->rx1:1909390 s3->rx2:2636928 s1->tx1:1723362 s1->tx2:641148 s1->tx3:120
s3->rx1:1692110 s3->rx2:2639952 s1->tx1:1696262 s1->tx2:641208 s1->tx3:60
s3->rx1:765954 s3->rx2:2635416 s1->tx1:899056 s1->tx2:641148 s1->tx3:60
s3->rx1:867804 s3->rx2:2635416 s1->tx1:965598 s1->tx2:641148 s1->tx3:60
s3->rx1:42 s3->rx2:2639952 s1->tx1:60 s1->tx2:641148 s1->tx3:60
s3->rx1:42 s3->rx2:2639952 s1->tx1:200 s1->tx2:641218 s1->tx3:130
s3->rx1:1105412 s3->rx2:2635416 s1->tx1:1105514 s1->tx2:641190 s1->tx3:102
s3->rx1:1410962 s3->rx2:2638440 s1->tx1:1411092 s1->tx2:641288 s1->tx3:130
s3->rx1:803936 s3->rx2:2635416 s1->tx1:804038 s1->tx2:641250 s1->tx3:162
s3->rx1:1478862 s3->rx2:2638440 s1->tx1:1478982 s1->tx2:641148 s1->tx3:60
s3->rx1:1258866 s3->rx2:2635416 s1->tx1:1258926 s1->tx2:641148 s1->tx3:60
s3->rx1:1345778 s3->rx2:2638440 s1->tx1:1345908 s1->tx2:641218 s1->tx3:200
s3->rx1:1352568 s3->rx2:2641464 s1->tx1:1254852 s1->tx2:641148 s1->tx3:60
s3->rx1:1856386 s3->rx2:2636928 s1->tx1:1708018 s1->tx2:630004 s1->tx3:1012
s3->rx1:679000 s3->rx2:2639952 s1->tx1:926216 s1->tx2:641148 s1->tx3:60
s3->rx1:1313256 s3->rx2:2635416 s1->tx1:1146422 s1->tx2:639776 s1->tx3:330
s3->rx1:908502 s3->rx2:2638440 s1->tx1:1083804 s1->tx2:641208 s1->tx3:60
s3->rx1:893606 s3->rx2:2638510 s1->tx1:885476 s1->tx2:641218 s1->tx3:130
s3->rx1:1457176 s3->rx2:2636928 s1->tx1:1457194 s1->tx2:641148 s1->tx3:60
s3->rx1:956074 s3->rx2:2638440 s1->tx1:956092 s1->tx2:641148 s1->tx3:60
s3->rx1:2286872 s3->rx2:2639952 s1->tx1:2257056 s1->tx2:641148 s1->tx3:60
s3->rx1:1724702 s3->rx2:2636928 s1->tx1:1754666 s1->tx2:641260 s1->tx3:102
s3->rx1:964222 s3->rx2:2638482 s1->tx1:964240 s1->tx2:642702 s1->tx3:162
s3->rx1:912618 s3->rx2:2638482 s1->tx1:912696 s1->tx2:641250 s1->tx3:102
s3->rx1:1423184 s3->rx2:2635458 s1->tx1:1423244 s1->tx2:639636 s1->tx3:60
s3->rx1:1580754 s3->rx2:2006466 s1->tx1:1511514 s1->tx2:641190 s1->tx3:102
s3->rx1:2005808 s3->rx2:42 s1->tx1:1931136 s1->tx2:641190 s1->tx3:102
s3->rx1:1664950 s3->rx2:42 s1->tx1:1506082 s1->tx2:642702 s1->tx3:102
s3->rx1:1055166 s3->rx2:2334528 s1->tx1:1381356 s1->tx2:626154 s1->tx3:186
