s3->rx1:736 s3->rx2:646 s1->tx1:13440 s1->tx2:13642 s1->tx3:13440
s3->rx1:1904 s3->rx2:1904 s1->tx1:3968 s1->tx2:3969 s1->tx3:3968
s3->rx1:0 s3->rx2:0 s1->tx1:1145 s1->tx2:1144 s1->tx3:1145
s3->rx1:70 s3->rx2:70 s1->tx1:1840 s1->tx2:1708 s1->tx3:1910
s3->rx1:0 s3->rx2:0 s1->tx1:130 s1->tx2:120 s1->tx3:120
s3->rx1:0 s3->rx2:0 s1->tx1:330 s1->tx2:305 s1->tx3:102
s3->rx1:336 s3->rx2:336 s1->tx1:1201 s1->tx2:1166 s1->tx3:1369
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:130 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:410 s1->tx2:340 s1->tx3:340
s3->rx1:70 s3->rx2:70 s1->tx1:410 s1->tx2:400 s1->tx3:400
s3->rx1:0 s3->rx2:0 s1->tx1:330 s1->tx2:340 s1->tx3:410
s3->rx1:0 s3->rx2:0 s1->tx1:263 s1->tx2:466 s1->tx3:263
s3->rx1:0 s3->rx2:0 s1->tx1:872 s1->tx2:669 s1->tx3:872
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:120
s3->rx1:0 s3->rx2:0 s1->tx1:120 s1->tx2:120 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:0 s3->rx2:0 s1->tx1:130 s1->tx2:200 s1->tx3:130
s3->rx1:0 s3->rx2:0 s1->tx1:270 s1->tx2:200 s1->tx3:260
s3->rx1:0 s3->rx2:70 s1->tx1:190 s1->tx2:190 s1->tx3:130
s3->rx1:70 s3->rx2:0 s1->tx1:340 s1->tx2:340 s1->tx3:340
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:336 s3->rx2:0 s1->tx1:1236 s1->tx2:1236 s1->tx3:1306
s3->rx1:0 s3->rx2:0 s1->tx1:263 s1->tx2:263 s1->tx3:263
s3->rx1:0 s3->rx2:0 s1->tx1:60 s1->tx2:60 s1->tx3:60
s3->rx1:293328 s3->rx2:0 s1->tx1:293388 s1->tx2:60 s1->tx3:60
