s3->rx1:90 s3->rx2:90 s1->tx1:636 s1->tx2:490 s1->tx3:490
s3->rx1:2122 s3->rx2:3301264 s1->tx1:5375 s1->tx2:1022804 s1->tx3:1027266
s3->rx1:160 s3->rx2:5252938 s1->tx1:5355 s1->tx2:1917707 s1->tx3:1271828
s3->rx1:132 s3->rx2:5246640 s1->tx1:3626 s1->tx2:2204004 s1->tx3:988771
s3->rx1:0 s3->rx2:5243616 s1->tx1:812 s1->tx2:2436644 s1->tx3:750764
s3->rx1:0 s3->rx2:5243616 s1->tx1:1414 s1->tx2:2446241 s1->tx3:734657
s3->rx1:406 s3->rx2:5219830 s1->tx1:1365 s1->tx2:2319583 s1->tx3:852901
s3->rx1:294 s3->rx2:5234796 s1->tx1:70 s1->tx2:2405662 s1->tx3:784840
s3->rx1:252 s3->rx2:5255922 s1->tx1:203 s1->tx2:2382912 s1->tx3:810474
s3->rx1:0 s3->rx2:5258736 s1->tx1:812 s1->tx2:2485231 s1->tx3:711655
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:2460024 s1->tx3:730296
s3->rx1:0 s3->rx2:5252688 s1->tx1:0 s1->tx2:2263464 s1->tx3:934416
s3->rx1:0 s3->rx2:5255712 s1->tx1:70 s1->tx2:2408616 s1->tx3:780192
s3->rx1:0 s3->rx2:5255712 s1->tx1:420 s1->tx2:2348556 s1->tx3:847140
s3->rx1:0 s3->rx2:5264854 s1->tx1:140 s1->tx2:2399684 s1->tx3:795522
s3->rx1:70 s3->rx2:5252688 s1->tx1:210 s1->tx2:2368072 s1->tx3:821226
s3->rx1:0 s3->rx2:5237568 s1->tx1:203 s1->tx2:2367792 s1->tx3:819504
s3->rx1:0 s3->rx2:5234544 s1->tx1:609 s1->tx2:2438156 s1->tx3:729596
s3->rx1:0 s3->rx2:5222448 s1->tx1:0 s1->tx2:2461536 s1->tx3:725760
s3->rx1:0 s3->rx2:5258736 s1->tx1:0 s1->tx2:2506896 s1->tx3:684936
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:2509920 s1->tx3:683424
s3->rx1:0 s3->rx2:5255712 s1->tx1:0 s1->tx2:2475144 s1->tx3:713664
s3->rx1:0 s3->rx2:5243616 s1->tx1:0 s1->tx2:2509920 s1->tx3:675864
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:2452464 s1->tx3:739368
s3->rx1:0 s3->rx2:5246640 s1->tx1:0 s1->tx2:2478168 s1->tx3:712152
s3->rx1:0 s3->rx2:5252688 s1->tx1:0 s1->tx2:2378376 s1->tx3:811944
s3->rx1:0 s3->rx2:5252688 s1->tx1:70 s1->tx2:2491776 s1->tx3:698544
s3->rx1:0 s3->rx2:5228496 s1->tx1:0 s1->tx2:2431296 s1->tx3:742392
s3->rx1:0 s3->rx2:5240592 s1->tx1:280 s1->tx2:2415014 s1->tx3:766934
s3->rx1:0 s3->rx2:5231520 s1->tx1:70 s1->tx2:2505454 s1->tx3:678958
s3->rx1:42 s3->rx2:5249734 s1->tx1:140 s1->tx2:2519062 s1->tx3:672980
