s3->rx1:90 s3->rx2:90 s1->tx1:542 s1->tx2:400 s1->tx3:400
s3->rx1:2122 s3->rx2:3187864 s1->tx1:5680 s1->tx2:986606 s1->tx3:991052
s3->rx1:160 s3->rx2:5252938 s1->tx1:6929 s1->tx2:1232958 s1->tx3:1972834
s3->rx1:132 s3->rx2:5255712 s1->tx1:2566 s1->tx2:681962 s1->tx3:2515713
s3->rx1:0 s3->rx2:5258736 s1->tx1:406 s1->tx2:647542 s1->tx3:2543387
s3->rx1:0 s3->rx2:5237568 s1->tx1:1421 s1->tx2:672819 s1->tx3:2502612
s3->rx1:406 s3->rx2:5210758 s1->tx1:1085 s1->tx2:733068 s1->tx3:2430799
s3->rx1:294 s3->rx2:5222658 s1->tx1:112 s1->tx2:607894 s1->tx3:2577960
s3->rx1:252 s3->rx2:5243784 s1->tx1:406 s1->tx2:739613 s1->tx3:2452667
s3->rx1:0 s3->rx2:4130826 s1->tx1:651 s1->tx2:1151486 s1->tx3:2031470
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:1188432 s1->tx3:2006424
s3->rx1:0 s3->rx2:5243616 s1->tx1:0 s1->tx2:609336 s1->tx3:2580984
s3->rx1:0 s3->rx2:5255712 s1->tx1:0 s1->tx2:660744 s1->tx3:2529576
s3->rx1:0 s3->rx2:5252758 s1->tx1:70 s1->tx2:706244 s1->tx3:2485938
s3->rx1:0 s3->rx2:5249664 s1->tx1:630 s1->tx2:756490 s1->tx3:2434880
s3->rx1:70 s3->rx2:5246640 s1->tx1:210 s1->tx2:639856 s1->tx3:2549372
s3->rx1:0 s3->rx2:5240592 s1->tx1:609 s1->tx2:711046 s1->tx3:2469705
s3->rx1:0 s3->rx2:5222448 s1->tx1:406 s1->tx2:771729 s1->tx3:2392390
s3->rx1:0 s3->rx2:5225472 s1->tx1:0 s1->tx2:592704 s1->tx3:2593080
s3->rx1:0 s3->rx2:5243616 s1->tx1:0 s1->tx2:645624 s1->tx3:2543184
s3->rx1:0 s3->rx2:5252688 s1->tx1:0 s1->tx2:622944 s1->tx3:2568888
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:656208 s1->tx3:2532600
s3->rx1:0 s3->rx2:5246640 s1->tx1:0 s1->tx2:683424 s1->tx3:2506896
s3->rx1:0 s3->rx2:5246640 s1->tx1:0 s1->tx2:627480 s1->tx3:2556792
s3->rx1:0 s3->rx2:5246640 s1->tx1:0 s1->tx2:621432 s1->tx3:2567376
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:662256 s1->tx3:2529576
s3->rx1:0 s3->rx2:5243616 s1->tx1:0 s1->tx2:695520 s1->tx3:2491776
s3->rx1:0 s3->rx2:5231520 s1->tx1:70 s1->tx2:669886 s1->tx3:2494870
s3->rx1:0 s3->rx2:5227054 s1->tx1:0 s1->tx2:636552 s1->tx3:2553768
s3->rx1:0 s3->rx2:5226984 s1->tx1:0 s1->tx2:636552 s1->tx3:2522086
s3->rx1:42 s3->rx2:5225472 s1->tx1:70 s1->tx2:610918 s1->tx3:2578030
s3->rx1:42 s3->rx2:5246640 s1->tx1:210 s1->tx2:648928 s1->tx3:2544976
s3->rx1:363 s3->rx2:5249664 s1->tx1:725 s1->tx2:641536 s1->tx3:2546859
s3->rx1:274386 s3->rx2:5255712 s1->tx1:623 s1->tx2:702324 s1->tx3:2489235
s3->rx1:32667 s3->rx2:5249664 s1->tx1:12222 s1->tx2:668304 s1->tx3:2511432
s3->rx1:259378 s3->rx2:5246640 s1->tx1:15013 s1->tx2:706104 s1->tx3:2469096
s3->rx1:27160 s3->rx2:5240592 s1->tx1:2716 s1->tx2:662256 s1->tx3:2518992
s3->rx1:33950 s3->rx2:5237568 s1->tx1:5432 s1->tx2:647136 s1->tx3:2518992
s3->rx1:1508738 s3->rx2:5228496 s1->tx1:14938 s1->tx2:592704 s1->tx3:2577960
s3->rx1:2687482 s3->rx2:5240592 s1->tx1:86912 s1->tx2:615384 s1->tx3:2488752
s3->rx1:2755382 s3->rx2:5258736 s1->tx1:85554 s1->tx2:636552 s1->tx3:2469096
s3->rx1:3100314 s3->rx2:5237568 s1->tx1:96418 s1->tx2:719712 s1->tx3:2348136
s3->rx1:2437610 s3->rx2:5219424 s1->tx1:77406 s1->tx2:698544 s1->tx3:2411640
s3->rx1:3259200 s3->rx2:5243616 s1->tx1:78764 s1->tx2:651672 s1->tx3:2450952
s3->rx1:975044 s3->rx2:5243616 s1->tx1:71974 s1->tx2:680400 s1->tx3:2441880
s3->rx1:525546 s3->rx2:5240592 s1->tx1:24444 s1->tx2:680400 s1->tx3:2467584
s3->rx1:801220 s3->rx2:5231562 s1->tx1:27160 s1->tx2:768138 s1->tx3:2387448
s3->rx1:771344 s3->rx2:5240592 s1->tx1:24444 s1->tx2:774144 s1->tx3:2390472
s3->rx1:976402 s3->rx2:5252730 s1->tx1:20370 s1->tx2:689472 s1->tx3:2485770
s3->rx1:1950088 s3->rx2:5252688 s1->tx1:58394 s1->tx2:712152 s1->tx3:2416176
s3->rx1:1431332 s3->rx2:5243616 s1->tx1:54320 s1->tx2:690984 s1->tx3:2444904
s3->rx1:810726 s3->rx2:5261760 s1->tx1:27160 s1->tx2:721224 s1->tx3:2447928
s3->rx1:1197756 s3->rx2:5252688 s1->tx1:29876 s1->tx2:683424 s1->tx3:2478168
s3->rx1:1664908 s3->rx2:5246640 s1->tx1:43456 s1->tx2:669816 s1->tx3:2472120
s3->rx1:1635032 s3->rx2:5225472 s1->tx1:65184 s1->tx2:663768 s1->tx3:2435832
s3->rx1:1648612 s3->rx2:5225472 s1->tx1:63826 s1->tx2:674352 s1->tx3:2450952
s3->rx1:1208620 s3->rx2:5255712 s1->tx1:50246 s1->tx2:638064 s1->tx3:2502360
s3->rx1:976402 s3->rx2:5246640 s1->tx1:35448 s1->tx2:715316 s1->tx3:2445044
s3->rx1:1425900 s3->rx2:5264784 s1->tx1:50246 s1->tx2:716688 s1->tx3:2425248
s3->rx1:1443554 s3->rx2:5249734 s1->tx1:40810 s1->tx2:772702 s1->tx3:2378516
s3->rx1:1105412 s3->rx2:5255712 s1->tx1:50246 s1->tx2:636552 s1->tx3:2497824
s3->rx1:1679846 s3->rx2:5246640 s1->tx1:35308 s1->tx2:622944 s1->tx3:2538648
s3->rx1:1609230 s3->rx2:5234544 s1->tx1:54320 s1->tx2:677376 s1->tx3:2437344
s3->rx1:465794 s3->rx2:5228496 s1->tx1:40061 s1->tx2:655172 s1->tx3:2492252
s3->rx1:1313186 s3->rx2:5249664 s1->tx1:30282 s1->tx2:637161 s1->tx3:2524137
s3->rx1:1155770 s3->rx2:5252688 s1->tx1:42448 s1->tx2:643020 s1->tx3:2510340
s3->rx1:837928 s3->rx2:5258736 s1->tx1:25802 s1->tx2:624456 s1->tx3:2538648
s3->rx1:1550878 s3->rx2:5246640 s1->tx1:47670 s1->tx2:728854 s1->tx3:2414804
s3->rx1:1201872 s3->rx2:5246640 s1->tx1:33950 s1->tx2:633570 s1->tx3:2523570
s3->rx1:2144282 s3->rx2:5234544 s1->tx1:59864 s1->tx2:613942 s1->tx3:2479680
s3->rx1:1501948 s3->rx2:5225472 s1->tx1:76048 s1->tx2:669816 s1->tx3:2458512
s3->rx1:890848 s3->rx2:5258736 s1->tx1:48958 s1->tx2:672910 s1->tx3:2467584
s3->rx1:816200 s3->rx2:5246640 s1->tx1:28518 s1->tx2:778680 s1->tx3:2385936
s3->rx1:1420510 s3->rx2:5255712 s1->tx1:44814 s1->tx2:648648 s1->tx3:2499336
s3->rx1:1579396 s3->rx2:5255712 s1->tx1:48888 s1->tx2:639576 s1->tx3:2503872
s3->rx1:2004408 s3->rx2:5252688 s1->tx1:57078 s1->tx2:725760 s1->tx3:2408616
s3->rx1:1663550 s3->rx2:5255712 s1->tx1:54320 s1->tx2:769608 s1->tx3:2364768
s3->rx1:1250718 s3->rx2:5249664 s1->tx1:46172 s1->tx2:790776 s1->tx3:2343600
s3->rx1:862330 s3->rx2:5225472 s1->tx1:24444 s1->tx2:657720 s1->tx3:2502360
s3->rx1:763196 s3->rx2:5237568 s1->tx1:31234 s1->tx2:666792 s1->tx3:2490264
s3->rx1:1594292 s3->rx2:5255712 s1->tx1:27160 s1->tx2:636552 s1->tx3:2529576
s3->rx1:1028006 s3->rx2:5252688 s1->tx1:47530 s1->tx2:656208 s1->tx3:2484216
s3->rx1:1664908 s3->rx2:5249664 s1->tx1:50246 s1->tx2:695520 s1->tx3:2444904
s3->rx1:1958236 s3->rx2:5240592 s1->tx1:61110 s1->tx2:789264 s1->tx3:2334528
s3->rx1:2349340 s3->rx2:5246640 s1->tx1:67900 s1->tx2:713664 s1->tx3:2402568
s3->rx1:1711080 s3->rx2:5231520 s1->tx1:59752 s1->tx2:624456 s1->tx3:2497824
s3->rx1:1462566 s3->rx2:5243658 s1->tx1:48888 s1->tx2:740880 s1->tx3:2399544
s3->rx1:797146 s3->rx2:5255754 s1->tx1:44814 s1->tx2:626010 s1->tx3:2518992
s3->rx1:188762 s3->rx2:5246682 s1->tx1:9506 s1->tx2:662256 s1->tx3:2522058
s3->rx1:816158 s3->rx2:5249664 s1->tx1:10864 s1->tx2:742392 s1->tx3:2435832
s3->rx1:1045660 s3->rx2:5234544 s1->tx1:36666 s1->tx2:719712 s1->tx3:2408616
s3->rx1:695296 s3->rx2:5225472 s1->tx1:55678 s1->tx2:700056 s1->tx3:2435832
s3->rx1:200984 s3->rx2:5255712 s1->tx1:25802 s1->tx2:749952 s1->tx3:2416176
s3->rx1:157528 s3->rx2:5255712 s1->tx1:12222 s1->tx2:684936 s1->tx3:2496312
s3->rx1:1526392 s3->rx2:5252688 s1->tx1:35308 s1->tx2:784728 s1->tx3:2370816
s3->rx1:1089116 s3->rx2:5252688 s1->tx1:52962 s1->tx2:603288 s1->tx3:2537136
s3->rx1:1652686 s3->rx2:5243616 s1->tx1:44814 s1->tx2:630504 s1->tx3:2509920
s3->rx1:1368864 s3->rx2:5240592 s1->tx1:42098 s1->tx2:666792 s1->tx3:2453976
s3->rx1:1700216 s3->rx2:5222448 s1->tx1:43456 s1->tx2:618408 s1->tx3:2529576
s3->rx1:2085930 s3->rx2:5240592 s1->tx1:54362 s1->tx2:672840 s1->tx3:2457000
s3->rx1:1909348 s3->rx2:5246640 s1->tx1:81480 s1->tx2:668304 s1->tx3:2438856
s3->rx1:1599724 s3->rx2:5249664 s1->tx1:73332 s1->tx2:666792 s1->tx3:2452464
s3->rx1:1834658 s3->rx2:5243616 s1->tx1:46172 s1->tx2:600264 s1->tx3:2538648
s3->rx1:2510942 s3->rx2:5231520 s1->tx1:61110 s1->tx2:642600 s1->tx3:2460024
s3->rx1:1091832 s3->rx2:5225472 s1->tx1:55678 s1->tx2:719712 s1->tx3:2416176
s3->rx1:1291458 s3->rx2:5252688 s1->tx1:42098 s1->tx2:662256 s1->tx3:2488752
s3->rx1:1082326 s3->rx2:5255712 s1->tx1:42098 s1->tx2:743904 s1->tx3:2408616
s3->rx1:1010352 s3->rx2:5255712 s1->tx1:24444 s1->tx2:899640 s1->tx3:2264976
s3->rx1:698012 s3->rx2:5243616 s1->tx1:31234 s1->tx2:716688 s1->tx3:2440368
s3->rx1:350364 s3->rx2:5234544 s1->tx1:20370 s1->tx2:695520 s1->tx3:2450952
s3->rx1:733320 s3->rx2:5225472 s1->tx1:16296 s1->tx2:651672 s1->tx3:2523528
s3->rx1:962822 s3->rx2:5258736 s1->tx1:32592 s1->tx2:635040 s1->tx3:2523528
s3->rx1:1091832 s3->rx2:5243616 s1->tx1:36666 s1->tx2:703080 s1->tx3:2446416
s3->rx1:3007970 s3->rx2:5255712 s1->tx1:59822 s1->tx2:760606 s1->tx3:2373910
s3->rx1:1641864 s3->rx2:5246640 s1->tx1:76048 s1->tx2:740880 s1->tx3:2370816
s3->rx1:1087800 s3->rx2:5237568 s1->tx1:29918 s1->tx2:638064 s1->tx3:2500848
s3->rx1:1176028 s3->rx2:5222448 s1->tx1:36666 s1->tx2:681912 s1->tx3:2461536
s3->rx1:1144794 s3->rx2:5231590 s1->tx1:38024 s1->tx2:727272 s1->tx3:2417688
s3->rx1:1408246 s3->rx2:5243616 s1->tx1:44954 s1->tx2:719852 s1->tx3:2423876
s3->rx1:168392 s3->rx2:5243616 s1->tx1:35308 s1->tx2:728784 s1->tx3:2422294
s3->rx1:1188250 s3->rx2:5231520 s1->tx1:28518 s1->tx2:659232 s1->tx3:2482704
s3->rx1:1063314 s3->rx2:5237568 s1->tx1:36666 s1->tx2:663768 s1->tx3:2491776
s3->rx1:1059240 s3->rx2:5252688 s1->tx1:33950 s1->tx2:678888 s1->tx3:2478168
s3->rx1:1159732 s3->rx2:5249664 s1->tx1:35308 s1->tx2:615384 s1->tx3:2537136
s3->rx1:1165164 s3->rx2:5240592 s1->tx1:32592 s1->tx2:668304 s1->tx3:2487240
s3->rx1:1595650 s3->rx2:5246640 s1->tx1:39452 s1->tx2:674422 s1->tx3:2472190
s3->rx1:1322692 s3->rx2:5228538 s1->tx1:57645 s1->tx2:724654 s1->tx3:2383521
s3->rx1:1279306 s3->rx2:5228538 s1->tx1:39655 s1->tx2:670292 s1->tx3:2484489
s3->rx1:1193682 s3->rx2:5255796 s1->tx1:43526 s1->tx2:771190 s1->tx3:2378446
s3->rx1:1998976 s3->rx2:4182234 s1->tx1:54320 s1->tx2:639576 s1->tx3:2494842
s3->rx1:1947414 s3->rx2:5196744 s1->tx1:285222 s1->tx2:344778 s1->tx3:2564394
s3->rx1:2823282 s3->rx2:5228496 s1->tx1:85666 s1->tx2:671398 s1->tx3:2404150
s3->rx1:1503306 s3->rx2:5219424 s1->tx1:74690 s1->tx2:689472 s1->tx3:2417688
s3->rx1:1374296 s3->rx2:5246640 s1->tx1:51744 s1->tx2:672980 s1->tx3:2469306
s3->rx1:1292816 s3->rx2:5255712 s1->tx1:42098 s1->tx2:680400 s1->tx3:2473632
s3->rx1:661346 s3->rx2:5249664 s1->tx1:36806 s1->tx2:679028 s1->tx3:2472260
s3->rx1:560854 s3->rx2:5237568 s1->tx1:24444 s1->tx2:700056 s1->tx3:2441880
s3->rx1:908502 s3->rx2:5222448 s1->tx1:20370 s1->tx2:678888 s1->tx3:2488752
s3->rx1:1377012 s3->rx2:5249664 s1->tx1:39382 s1->tx2:703080 s1->tx3:2441880
s3->rx1:571718 s3->rx2:5255712 s1->tx1:32592 s1->tx2:659232 s1->tx3:2508408
s3->rx1:1068746 s3->rx2:5249664 s1->tx1:35308 s1->tx2:622944 s1->tx3:2529576
s3->rx1:145306 s3->rx2:5237568 s1->tx1:13650 s1->tx2:728924 s1->tx3:2426760
s3->rx1:1845522 s3->rx2:5225472 s1->tx1:16296 s1->tx2:597240 s1->tx3:2577960
s3->rx1:1791202 s3->rx2:5252688 s1->tx1:62538 s1->tx2:678888 s1->tx3:2446416
s3->rx1:1526392 s3->rx2:5243616 s1->tx1:52962 s1->tx2:687960 s1->tx3:2443392
s3->rx1:1635032 s3->rx2:5252688 s1->tx1:73332 s1->tx2:619920 s1->tx3:2505384
s3->rx1:806652 s3->rx2:5240592 s1->tx1:8148 s1->tx2:659232 s1->tx3:2500848
s3->rx1:2250206 s3->rx2:5228496 s1->tx1:63826 s1->tx2:725760 s1->tx3:2404080
s3->rx1:1109486 s3->rx2:5255712 s1->tx1:58394 s1->tx2:687960 s1->tx3:2447928
s3->rx1:1109486 s3->rx2:5252688 s1->tx1:24444 s1->tx2:680400 s1->tx3:2479680
s3->rx1:2157904 s3->rx2:5249664 s1->tx1:65184 s1->tx2:751464 s1->tx3:2369304
s3->rx1:1371580 s3->rx2:5225472 s1->tx1:46214 s1->tx2:594216 s1->tx3:2525040
s3->rx1:1489726 s3->rx2:5219424 s1->tx1:38024 s1->tx2:689472 s1->tx3:2458512
s3->rx1:1496516 s3->rx2:5249664 s1->tx1:47530 s1->tx2:668304 s1->tx3:2472120
s3->rx1:962822 s3->rx2:5240592 s1->tx1:61110 s1->tx2:695520 s1->tx3:2431296
s3->rx1:905786 s3->rx2:5243616 s1->tx1:23086 s1->tx2:703080 s1->tx3:2461536
s3->rx1:976402 s3->rx2:5234544 s1->tx1:28518 s1->tx2:715176 s1->tx3:2420712
s3->rx1:1108170 s3->rx2:5228496 s1->tx1:31276 s1->tx2:606312 s1->tx3:2552256
s3->rx1:984550 s3->rx2:5246682 s1->tx1:31234 s1->tx2:650160 s1->tx3:2506896
s3->rx1:1656760 s3->rx2:5246682 s1->tx1:25802 s1->tx2:666792 s1->tx3:2497824
s3->rx1:1305038 s3->rx2:5231562 s1->tx1:70616 s1->tx2:769608 s1->tx3:2323986
s3->rx1:126294 s3->rx2:5216442 s1->tx1:13580 s1->tx2:680400 s1->tx3:2491776
s3->rx1:90986 s3->rx2:5254200 s1->tx1:9506 s1->tx2:668346 s1->tx3:2514456
s3->rx1:122220 s3->rx2:5248152 s1->tx1:5432 s1->tx2:721224 s1->tx3:2458512
s3->rx1:108640 s3->rx2:5243616 s1->tx1:4074 s1->tx2:577584 s1->tx3:2605176
s3->rx1:1545404 s3->rx2:5228496 s1->tx1:31234 s1->tx2:713664 s1->tx3:2419200
s3->rx1:1979964 s3->rx2:5222448 s1->tx1:55678 s1->tx2:622944 s1->tx3:2511432
s3->rx1:2115764 s3->rx2:5261760 s1->tx1:65184 s1->tx2:716688 s1->tx3:2411640
s3->rx1:351722 s3->rx2:5246640 s1->tx1:43456 s1->tx2:598752 s1->tx3:2547720
s3->rx1:156170 s3->rx2:5234544 s1->tx1:6790 s1->tx2:607824 s1->tx3:2552256
s3->rx1:0 s3->rx2:5222448 s1->tx1:2716 s1->tx2:589680 s1->tx3:2593080
