s3->rx1:90 s3->rx2:90 s1->tx1:456 s1->tx2:314 s1->tx3:356
s3->rx1:2122 s3->rx2:3277072 s1->tx1:5407 s1->tx2:1011998 s1->tx3:1016582
s3->rx1:160 s3->rx2:5246800 s1->tx1:5820 s1->tx2:1344994 s1->tx3:1857652
s3->rx1:132 s3->rx2:5254290 s1->tx1:2973 s1->tx2:991017 s1->tx3:2205063
s3->rx1:0 s3->rx2:5255712 s1->tx1:812 s1->tx2:997220 s1->tx3:2199260
s3->rx1:0 s3->rx2:5254200 s1->tx1:679 s1->tx2:995708 s1->tx3:2190188
s3->rx1:406 s3->rx2:5234950 s1->tx1:1694 s1->tx2:1001126 s1->tx3:2181998
s3->rx1:252 s3->rx2:5240886 s1->tx1:140 s1->tx2:999642 s1->tx3:2183580
s3->rx1:252 s3->rx2:5242356 s1->tx1:203 s1->tx2:1023624 s1->tx3:2166696
s3->rx1:0 s3->rx2:4132338 s1->tx1:854 s1->tx2:726817 s1->tx3:2464105
s3->rx1:0 s3->rx2:5246640 s1->tx1:0 s1->tx2:1023624 s1->tx3:2168208
s3->rx1:0 s3->rx2:5254200 s1->tx1:0 s1->tx2:1002456 s1->tx3:2190888
s3->rx1:0 s3->rx2:5252688 s1->tx1:0 s1->tx2:993384 s1->tx3:2195424
s3->rx1:70 s3->rx2:5242104 s1->tx1:280 s1->tx2:1005690 s1->tx3:2179072
s3->rx1:0 s3->rx2:5249734 s1->tx1:280 s1->tx2:1001224 s1->tx3:2189586
s3->rx1:0 s3->rx2:5246640 s1->tx1:210 s1->tx2:999712 s1->tx3:2188144
s3->rx1:0 s3->rx2:5249664 s1->tx1:406 s1->tx2:970907 s1->tx3:2218307
s3->rx1:0 s3->rx2:5237568 s1->tx1:406 s1->tx2:989457 s1->tx3:2194521
s3->rx1:0 s3->rx2:5234544 s1->tx1:0 s1->tx2:1026648 s1->tx3:2154600
s3->rx1:0 s3->rx2:5240592 s1->tx1:0 s1->tx2:994896 s1->tx3:2189376
s3->rx1:0 s3->rx2:5248152 s1->tx1:0 s1->tx2:1002456 s1->tx3:2186352
s3->rx1:0 s3->rx2:5243616 s1->tx1:0 s1->tx2:1008504 s1->tx3:2178792
s3->rx1:0 s3->rx2:5251176 s1->tx1:0 s1->tx2:987336 s1->tx3:2204496
s3->rx1:0 s3->rx2:5240592 s1->tx1:0 s1->tx2:967680 s1->tx3:2218104
s3->rx1:0 s3->rx2:5255712 s1->tx1:0 s1->tx2:984312 s1->tx3:2207520
s3->rx1:0 s3->rx2:5249664 s1->tx1:0 s1->tx2:964656 s1->tx3:2227176
s3->rx1:0 s3->rx2:5252688 s1->tx1:0 s1->tx2:999432 s1->tx3:2193912
s3->rx1:70 s3->rx2:5252688 s1->tx1:70 s1->tx2:1005550 s1->tx3:2183398
s3->rx1:0 s3->rx2:5231520 s1->tx1:210 s1->tx2:966308 s1->tx3:2198588
s3->rx1:0 s3->rx2:5214888 s1->tx1:70 s1->tx2:976822 s1->tx3:2204636
s3->rx1:42 s3->rx2:5248152 s1->tx1:70 s1->tx2:990430 s1->tx3:2200030
s3->rx1:222 s3->rx2:5252758 s1->tx1:182 s1->tx2:984494 s1->tx3:2209214
s3->rx1:0 s3->rx2:5252688 s1->tx1:609 s1->tx2:974337 s1->tx3:2215689
