s3->rx1:176 s3->rx2:180 s1->tx1:636 s1->tx2:580 s1->tx3:580
s3->rx1:2196 s3->rx2:1740790 s1->tx1:5976 s1->tx2:1763066 s1->tx3:5614
s3->rx1:90 s3->rx2:2623570 s1->tx1:7399 s1->tx2:2632231 s1->tx3:7614
s3->rx1:42 s3->rx2:2623320 s1->tx1:1956 s1->tx2:2626788 s1->tx3:2159
s3->rx1:0 s3->rx2:2627856 s1->tx1:812 s1->tx2:2628668 s1->tx3:812
s3->rx1:112 s3->rx2:2618896 s1->tx1:2114 s1->tx2:2613016 s1->tx3:1862
s3->rx1:294 s3->rx2:2608494 s1->tx1:756 s1->tx2:2606254 s1->tx3:1008
s3->rx1:0 s3->rx2:2612736 s1->tx1:0 s1->tx2:2621808 s1->tx3:0
s3->rx1:0 s3->rx2:2627856 s1->tx1:406 s1->tx2:2628262 s1->tx3:406
s3->rx1:0 s3->rx2:2624832 s1->tx1:609 s1->tx2:2628465 s1->tx3:609
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2621808 s1->tx3:0
s3->rx1:0 s3->rx2:2620296 s1->tx1:0 s1->tx2:2623320 s1->tx3:0
s3->rx1:70 s3->rx2:2624832 s1->tx1:70 s1->tx2:2621878 s1->tx3:70
s3->rx1:0 s3->rx2:2618854 s1->tx1:350 s1->tx2:2622158 s1->tx3:420
s3->rx1:0 s3->rx2:2624832 s1->tx1:490 s1->tx2:2626834 s1->tx3:420
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2624832 s1->tx1:609 s1->tx2:2625441 s1->tx3:609
s3->rx1:0 s3->rx2:2617272 s1->tx1:406 s1->tx2:2614654 s1->tx3:406
s3->rx1:0 s3->rx2:2617272 s1->tx1:0 s1->tx2:2621808 s1->tx3:0
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2626344 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2624832 s1->tx1:0 s1->tx2:2624832 s1->tx3:0
s3->rx1:0 s3->rx2:2624832 s1->tx1:0 s1->tx2:2624832 s1->tx3:0
s3->rx1:0 s3->rx2:2624832 s1->tx1:0 s1->tx2:2627856 s1->tx3:0
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2624832 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2630880 s1->tx1:0 s1->tx2:2623320 s1->tx3:0
s3->rx1:70 s3->rx2:2617342 s1->tx1:140 s1->tx2:2622018 s1->tx3:140
s3->rx1:0 s3->rx2:2621808 s1->tx1:210 s1->tx2:2620436 s1->tx3:210
s3->rx1:0 s3->rx2:2618784 s1->tx1:210 s1->tx2:2620576 s1->tx3:350
s3->rx1:215 s3->rx2:2626344 s1->tx1:495 s1->tx2:2626554 s1->tx3:210
s3->rx1:266168 s3->rx2:2624832 s1->tx1:209132 s1->tx2:2447928 s1->tx3:0
s3->rx1:32592 s3->rx2:2624832 s1->tx1:90713 s1->tx2:2802821 s1->tx3:1015
s3->rx1:259378 s3->rx2:2623320 s1->tx1:259378 s1->tx2:2624832 s1->tx3:0
s3->rx1:33950 s3->rx2:2629368 s1->tx1:33950 s1->tx2:2630880 s1->tx3:0
s3->rx1:28518 s3->rx2:2629368 s1->tx1:28518 s1->tx2:2626344 s1->tx3:0
s3->rx1:1507380 s3->rx2:2621808 s1->tx1:953316 s1->tx2:2009448 s1->tx3:0
s3->rx1:2688840 s3->rx2:2618784 s1->tx1:1133930 s1->tx2:2044224 s1->tx3:0
s3->rx1:2755382 s3->rx2:2618784 s1->tx1:643692 s1->tx2:2537136 s1->tx3:0
s3->rx1:3100314 s3->rx2:2624832 s1->tx1:640976 s1->tx2:2553768 s1->tx3:0
s3->rx1:2436252 s3->rx2:2623320 s1->tx1:636902 s1->tx2:2552256 s1->tx3:0
s3->rx1:3259200 s3->rx2:2626344 s1->tx1:640976 s1->tx2:2553768 s1->tx3:0
s3->rx1:975044 s3->rx2:2629368 s1->tx1:600236 s1->tx2:2594592 s1->tx3:0
s3->rx1:649124 s3->rx2:2629368 s1->tx1:525546 s1->tx2:2655072 s1->tx3:0
s3->rx1:679000 s3->rx2:2623320 s1->tx1:551348 s1->tx2:2649024 s1->tx3:0
s3->rx1:769986 s3->rx2:2617272 s1->tx1:588014 s1->tx2:2577960 s1->tx3:0
s3->rx1:976402 s3->rx2:2608200 s1->tx1:566286 s1->tx2:2615760 s1->tx3:0
s3->rx1:1950088 s3->rx2:2614248 s1->tx1:636902 s1->tx2:2531088 s1->tx3:0
s3->rx1:1431332 s3->rx2:2612736 s1->tx1:608384 s1->tx2:2576448 s1->tx3:0
s3->rx1:810726 s3->rx2:2626344 s1->tx1:593446 s1->tx2:2599128 s1->tx3:0
s3->rx1:1197756 s3->rx2:2627856 s1->tx1:581224 s1->tx2:2612736 s1->tx3:0
s3->rx1:1664908 s3->rx2:2627856 s1->tx1:590730 s1->tx2:2591568 s1->tx3:0
s3->rx1:2030210 s3->rx2:2626344 s1->tx1:544558 s1->tx2:2647512 s1->tx3:0
s3->rx1:1253434 s3->rx2:2624874 s1->tx1:585298 s1->tx2:2614290 s1->tx3:0
s3->rx1:1208620 s3->rx2:2626344 s1->tx1:607026 s1->tx2:2585520 s1->tx3:0
s3->rx1:976402 s3->rx2:2621808 s1->tx1:583940 s1->tx2:2596104 s1->tx3:0
s3->rx1:1425970 s3->rx2:2617342 s1->tx1:612598 s1->tx2:2567516 s1->tx3:140
s3->rx1:1443554 s3->rx2:2620296 s1->tx1:598878 s1->tx2:2590056 s1->tx3:0
s3->rx1:1105412 s3->rx2:2626344 s1->tx1:604450 s1->tx2:2590196 s1->tx3:140
s3->rx1:1679846 s3->rx2:2626344 s1->tx1:596162 s1->tx2:2596104 s1->tx3:0
s3->rx1:1609230 s3->rx2:2629368 s1->tx1:562282 s1->tx2:2620366 s1->tx3:140
s3->rx1:598920 s3->rx2:2630880 s1->tx1:590772 s1->tx2:2605176 s1->tx3:0
s3->rx1:1415036 s3->rx2:2624832 s1->tx1:517748 s1->tx2:2673636 s1->tx3:420
s3->rx1:920724 s3->rx2:2626344 s1->tx1:599487 s1->tx2:2602761 s1->tx3:609
s3->rx1:837886 s3->rx2:2614248 s1->tx1:585914 s1->tx2:2583042 s1->tx3:476
s3->rx1:1550836 s3->rx2:2614248 s1->tx1:602952 s1->tx2:2584008 s1->tx3:0
s3->rx1:1201830 s3->rx2:2626344 s1->tx1:543200 s1->tx2:2647512 s1->tx3:0
s3->rx1:2145640 s3->rx2:2624832 s1->tx1:674926 s1->tx2:2517480 s1->tx3:0
s3->rx1:1501948 s3->rx2:2624832 s1->tx1:619248 s1->tx2:2565864 s1->tx3:0
s3->rx1:890848 s3->rx2:2623320 s1->tx1:575792 s1->tx2:2600640 s1->tx3:0
s3->rx1:1157016 s3->rx2:2615760 s1->tx1:505176 s1->tx2:2679264 s1->tx3:0
s3->rx1:1501948 s3->rx2:2626344 s1->tx1:586656 s1->tx2:2615760 s1->tx3:0
s3->rx1:1157016 s3->rx2:2615760 s1->tx1:594804 s1->tx2:2573424 s1->tx3:0
s3->rx1:2004408 s3->rx2:2614248 s1->tx1:619248 s1->tx2:2570400 s1->tx3:0
s3->rx1:1663550 s3->rx2:2627856 s1->tx1:609742 s1->tx2:2579472 s1->tx3:0
s3->rx1:1250718 s3->rx2:2626344 s1->tx1:605668 s1->tx2:2588544 s1->tx3:0
s3->rx1:862330 s3->rx2:2627856 s1->tx1:588014 s1->tx2:2605176 s1->tx3:0
s3->rx1:763196 s3->rx2:2624832 s1->tx1:590730 s1->tx2:2602152 s1->tx3:0
s3->rx1:1594292 s3->rx2:2626344 s1->tx1:607026 s1->tx2:2573424 s1->tx3:0
s3->rx1:1319976 s3->rx2:2615760 s1->tx1:516040 s1->tx2:2652048 s1->tx3:0
s3->rx1:1372980 s3->rx2:2612736 s1->tx1:573118 s1->tx2:2621808 s1->tx3:0
s3->rx1:1958236 s3->rx2:2623320 s1->tx1:617890 s1->tx2:2568888 s1->tx3:0
s3->rx1:2349340 s3->rx2:2626344 s1->tx1:620606 s1->tx2:2573424 s1->tx3:0
s3->rx1:1711080 s3->rx2:2629368 s1->tx1:613816 s1->tx2:2577960 s1->tx3:0
s3->rx1:1462566 s3->rx2:2624832 s1->tx1:612458 s1->tx2:2576448 s1->tx3:0
s3->rx1:797146 s3->rx2:2623320 s1->tx1:604310 s1->tx2:2582496 s1->tx3:0
s3->rx1:187404 s3->rx2:2611224 s1->tx1:186046 s1->tx2:2977128 s1->tx3:0
s3->rx1:816158 s3->rx2:2611224 s1->tx1:505176 s1->tx2:2680776 s1->tx3:0
s3->rx1:1045660 s3->rx2:2626344 s1->tx1:968254 s1->tx2:2212056 s1->tx3:0
s3->rx1:696654 s3->rx2:2626344 s1->tx1:547274 s1->tx2:2658096 s1->tx3:0
s3->rx1:199626 s3->rx2:2627856 s1->tx1:404684 s1->tx2:2789640 s1->tx3:0
s3->rx1:158886 s3->rx2:2626344 s1->tx1:154812 s1->tx2:3033072 s1->tx3:0
s3->rx1:1525034 s3->rx2:2626344 s1->tx1:1019858 s1->tx2:2172744 s1->tx3:0
s3->rx1:1089158 s3->rx2:2618784 s1->tx1:740110 s1->tx2:2431296 s1->tx3:0
s3->rx1:1652686 s3->rx2:2612736 s1->tx1:608426 s1->tx2:2576448 s1->tx3:0
s3->rx1:1368864 s3->rx2:2623320 s1->tx1:608384 s1->tx2:2584008 s1->tx3:0
s3->rx1:1700216 s3->rx2:2627856 s1->tx1:609742 s1->tx2:2580984 s1->tx3:0
s3->rx1:2085888 s3->rx2:2626344 s1->tx1:571718 s1->tx2:2608200 s1->tx3:0
s3->rx1:2286872 s3->rx2:2624832 s1->tx1:555422 s1->tx2:2633904 s1->tx3:0
s3->rx1:1222200 s3->rx2:2621850 s1->tx1:615174 s1->tx2:2577960 s1->tx3:0
s3->rx1:1834658 s3->rx2:2611224 s1->tx1:605668 s1->tx2:2561370 s1->tx3:0
s3->rx1:2510942 s3->rx2:2612736 s1->tx1:617890 s1->tx2:2570400 s1->tx3:0
s3->rx1:1091832 s3->rx2:2627856 s1->tx1:621964 s1->tx2:2568888 s1->tx3:0
s3->rx1:1291458 s3->rx2:2623320 s1->tx1:598878 s1->tx2:2590056 s1->tx3:0
s3->rx1:1082326 s3->rx2:2615760 s1->tx1:585298 s1->tx2:2582496 s1->tx3:0
s3->rx1:1010352 s3->rx2:2609712 s1->tx1:586656 s1->tx2:2600640 s1->tx3:0
s3->rx1:698012 s3->rx2:2621808 s1->tx1:529620 s1->tx2:2635416 s1->tx3:0
s3->rx1:350364 s3->rx2:2609712 s1->tx1:498386 s1->tx2:2679264 s1->tx3:0
s3->rx1:733320 s3->rx2:2627856 s1->tx1:505176 s1->tx2:2689848 s1->tx3:0
s3->rx1:962822 s3->rx2:2630880 s1->tx1:684432 s1->tx2:2520504 s1->tx3:0
s3->rx1:1091832 s3->rx2:2627856 s1->tx1:598878 s1->tx2:2596104 s1->tx3:0
s3->rx1:3007970 s3->rx2:2624832 s1->tx1:616532 s1->tx2:2573424 s1->tx3:0
s3->rx1:1641822 s3->rx2:2615830 s1->tx1:642334 s1->tx2:2526552 s1->tx3:0
s3->rx1:1087758 s3->rx2:2614248 s1->tx1:598948 s1->tx2:2591638 s1->tx3:70
s3->rx1:1177386 s3->rx2:2632392 s1->tx1:569002 s1->tx2:2614248 s1->tx3:0
s3->rx1:1144794 s3->rx2:2620296 s1->tx1:578508 s1->tx2:2606688 s1->tx3:0
s3->rx1:1465352 s3->rx2:2626344 s1->tx1:532336 s1->tx2:2658166 s1->tx3:0
s3->rx1:109998 s3->rx2:2623320 s1->tx1:308336 s1->tx2:2892526 s1->tx3:70
s3->rx1:1188250 s3->rx2:2617272 s1->tx1:757904 s1->tx2:2411710 s1->tx3:210
s3->rx1:1064672 s3->rx2:2612736 s1->tx1:685790 s1->tx2:2500848 s1->tx3:0
s3->rx1:1059240 s3->rx2:2626344 s1->tx1:594804 s1->tx2:2597616 s1->tx3:0
