s3->rx1:90 s3->rx2:90 s1->tx1:546 s1->tx2:404 s1->tx3:490
s3->rx1:2122 s3->rx2:1657720 s1->tx1:5082 s1->tx2:1677410 s1->tx3:5302
s3->rx1:250 s3->rx2:2623570 s1->tx1:6465 s1->tx2:2632809 s1->tx3:5675
s3->rx1:42 s3->rx2:2624832 s1->tx1:3527 s1->tx2:2629871 s1->tx3:4157
s3->rx1:0 s3->rx2:2624832 s1->tx1:1015 s1->tx2:2627359 s1->tx3:1015
s3->rx1:0 s3->rx2:2626344 s1->tx1:1155 s1->tx2:2622893 s1->tx3:1155
s3->rx1:406 s3->rx2:2614584 s1->tx1:1778 s1->tx2:2608536 s1->tx3:1505
s3->rx1:0 s3->rx2:2611294 s1->tx1:343 s1->tx2:2620639 s1->tx3:616
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2621808 s1->tx1:1015 s1->tx2:2624335 s1->tx3:1015
s3->rx1:0 s3->rx2:2626344 s1->tx1:0 s1->tx2:2629368 s1->tx3:0
s3->rx1:0 s3->rx2:2627856 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:0 s3->rx2:2626344 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
s3->rx1:70 s3->rx2:2624832 s1->tx1:350 s1->tx2:2620646 s1->tx3:350
s3->rx1:0 s3->rx2:2621808 s1->tx1:280 s1->tx2:2625112 s1->tx3:280
s3->rx1:0 s3->rx2:2626414 s1->tx1:280 s1->tx2:2626624 s1->tx3:280
s3->rx1:0 s3->rx2:2624832 s1->tx1:406 s1->tx2:2626750 s1->tx3:203
s3->rx1:0 s3->rx2:2615760 s1->tx1:609 s1->tx2:2605785 s1->tx3:812
s3->rx1:0 s3->rx2:2612736 s1->tx1:0 s1->tx2:2621808 s1->tx3:0
s3->rx1:0 s3->rx2:2629368 s1->tx1:0 s1->tx2:2630880 s1->tx3:0
s3->rx1:0 s3->rx2:2621808 s1->tx1:0 s1->tx2:2620296 s1->tx3:0
s3->rx1:0 s3->rx2:2623320 s1->tx1:0 s1->tx2:2626344 s1->tx3:0
