s3->rx1:180 s3->rx2:90 s1->tx1:546 s1->tx2:404 s1->tx3:314
s3->rx1:2032 s3->rx2:2080 s1->tx1:5790 s1->tx2:5248 s1->tx3:5338
s3->rx1:160 s3->rx2:160 s1->tx1:6506 s1->tx2:6698 s1->tx3:6483
s3->rx1:132 s3->rx2:90 s1->tx1:3184 s1->tx2:3387 s1->tx3:3602
s3->rx1:0 s3->rx2:0 s1->tx1:1015 s1->tx2:1015 s1->tx3:1015
s3->rx1:42 s3->rx2:42 s1->tx1:1631 s1->tx2:1337 s1->tx3:1337
s3->rx1:364 s3->rx2:364 s1->tx1:1239 s1->tx2:1736 s1->tx3:1736
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:203 s1->tx3:203
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:812 s1->tx3:812
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:70 s1->tx2:70 s1->tx3:70
s3->rx1:70 s3->rx2:0 s1->tx1:420 s1->tx2:490 s1->tx3:490
s3->rx1:0 s3->rx2:70 s1->tx1:420 s1->tx2:350 s1->tx3:280
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:70
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:203 s1->tx3:203
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:812 s1->tx3:812
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:210 s1->tx2:210 s1->tx3:210
s3->rx1:0 s3->rx2:0 s1->tx1:210 s1->tx2:280 s1->tx3:280
s3->rx1:70 s3->rx2:0 s1->tx1:210 s1->tx2:210 s1->tx3:210
s3->rx1:215 s3->rx2:0 s1->tx1:285 s1->tx2:0 s1->tx3:0
s3->rx1:266168 s3->rx2:0 s1->tx1:158886 s1->tx2:0 s1->tx3:0
s3->rx1:32592 s3->rx2:70 s1->tx1:140896 s1->tx2:1022 s1->tx3:1022
s3->rx1:259378 s3->rx2:0 s1->tx1:259581 s1->tx2:203 s1->tx3:203
s3->rx1:28518 s3->rx2:0 s1->tx1:28518 s1->tx2:0 s1->tx3:0
