s3->rx1:180 s3->rx2:90 s1->tx1:624 s1->tx2:666 s1->tx3:756
s3->rx1:2032 s3->rx2:2080 s1->tx1:5840 s1->tx2:5798 s1->tx3:5618
s3->rx1:250 s3->rx2:250 s1->tx1:7524 s1->tx2:7231 s1->tx3:7196
s3->rx1:42 s3->rx2:0 s1->tx1:2159 s1->tx2:2249 s1->tx3:2374
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:812 s1->tx3:812
s3->rx1:70 s3->rx2:0 s1->tx1:1834 s1->tx2:1561 s1->tx3:1631
s3->rx1:336 s3->rx2:406 s1->tx1:1239 s1->tx2:1512 s1->tx3:1442
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:406 s1->tx3:406
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:609 s1->tx3:609
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:70 s3->rx2:0 s1->tx1:420 s1->tx2:280 s1->tx3:350
s3->rx1:0 s3->rx2:70 s1->tx1:490 s1->tx2:560 s1->tx3:560
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:70 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:406 s1->tx3:406
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:609 s1->tx3:609
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:210 s1->tx2:70 s1->tx3:140
s3->rx1:70 s3->rx2:0 s1->tx1:350 s1->tx2:350 s1->tx3:420
s3->rx1:215 s3->rx2:70 s1->tx1:285 s1->tx2:70 s1->tx3:70
s3->rx1:266168 s3->rx2:0 s1->tx1:123788 s1->tx2:280 s1->tx3:280
s3->rx1:32592 s3->rx2:0 s1->tx1:176197 s1->tx2:1015 s1->tx3:812
s3->rx1:253946 s3->rx2:0 s1->tx1:259448 s1->tx2:140 s1->tx3:203
s3->rx1:33950 s3->rx2:0 s1->tx1:28518 s1->tx2:0 s1->tx3:0
s3->rx1:33950 s3->rx2:0 s1->tx1:33950 s1->tx2:0 s1->tx3:0
s3->rx1:1507380 s3->rx2:0 s1->tx1:1358000 s1->tx2:0 s1->tx3:0
s3->rx1:2687482 s3->rx2:0 s1->tx1:2584274 s1->tx2:0 s1->tx3:0
s3->rx1:2755382 s3->rx2:0 s1->tx1:2664396 s1->tx2:0 s1->tx3:0
s3->rx1:3100314 s3->rx2:0 s1->tx1:3050068 s1->tx2:0 s1->tx3:0
s3->rx1:2437610 s3->rx2:0 s1->tx1:2398228 s1->tx2:0 s1->tx3:0
s3->rx1:3259200 s3->rx2:0 s1->tx1:3085376 s1->tx2:0 s1->tx3:0
s3->rx1:817516 s3->rx2:0 s1->tx1:1442196 s1->tx2:0 s1->tx3:0
s3->rx1:683074 s3->rx2:0 s1->tx1:665420 s1->tx2:0 s1->tx3:0
s3->rx1:801220 s3->rx2:0 s1->tx1:801220 s1->tx2:0 s1->tx3:0
s3->rx1:771344 s3->rx2:0 s1->tx1:771344 s1->tx2:0 s1->tx3:0
s3->rx1:976402 s3->rx2:0 s1->tx1:976402 s1->tx2:0 s1->tx3:0
s3->rx1:1950088 s3->rx2:0 s1->tx1:1825152 s1->tx2:0 s1->tx3:0
s3->rx1:1431332 s3->rx2:0 s1->tx1:1556268 s1->tx2:0 s1->tx3:0
s3->rx1:810726 s3->rx2:0 s1->tx1:733320 s1->tx2:0 s1->tx3:0
s3->rx1:1197756 s3->rx2:0 s1->tx1:1128498 s1->tx2:0 s1->tx3:0
