s3->rx1:266 s3->rx2:266 s1->tx1:804 s1->tx2:662 s1->tx3:662
s3->rx1:2106 s3->rx2:1904 s1->tx1:5273 s1->tx2:4872 s1->tx3:4962
s3->rx1:90 s3->rx2:250 s1->tx1:5936 s1->tx2:5588 s1->tx3:5678
s3->rx1:42 s3->rx2:0 s1->tx1:3806 s1->tx2:4404 s1->tx3:4314
s3->rx1:0 s3->rx2:0 s1->tx1:1218 s1->tx2:1218 s1->tx3:1218
s3->rx1:70 s3->rx2:70 s1->tx1:903 s1->tx2:1064 s1->tx3:1064
s3->rx1:336 s3->rx2:336 s1->tx1:1561 s1->tx2:1603 s1->tx3:1603
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:406 s1->tx3:406
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:203 s1->tx3:203
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:812 s1->tx3:812
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:70 s1->tx1:210 s1->tx2:140 s1->tx3:280
s3->rx1:70 s3->rx2:0 s1->tx1:490 s1->tx2:560 s1->tx3:490
s3->rx1:0 s3->rx2:0 s1->tx1:210 s1->tx2:210 s1->tx3:140
s3->rx1:0 s3->rx2:0 s1->tx1:406 s1->tx2:203 s1->tx3:203
s3->rx1:0 s3->rx2:0 s1->tx1:609 s1->tx2:812 s1->tx3:812
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:0
s3->rx1:0 s3->rx2:0 s1->tx1:0 s1->tx2:0 s1->tx3:70
s3->rx1:0 s3->rx2:70 s1->tx1:210 s1->tx2:140 s1->tx3:210
s3->rx1:0 s3->rx2:0 s1->tx1:210 s1->tx2:210 s1->tx3:210
s3->rx1:215 s3->rx2:0 s1->tx1:215 s1->tx2:70 s1->tx3:70
s3->rx1:266168 s3->rx2:0 s1->tx1:258020 s1->tx2:0 s1->tx3:0
s3->rx1:32662 s3->rx2:0 s1->tx1:41566 s1->tx2:826 s1->tx3:756
s3->rx1:259378 s3->rx2:0 s1->tx1:259987 s1->tx2:609 s1->tx3:609
s3->rx1:33950 s3->rx2:0 s1->tx1:34020 s1->tx2:70 s1->tx3:0
s3->rx1:28518 s3->rx2:0 s1->tx1:28518 s1->tx2:0 s1->tx3:0
s3->rx1:1507380 s3->rx2:0 s1->tx1:1493800 s1->tx2:0 s1->tx3:0
s3->rx1:2687482 s3->rx2:0 s1->tx1:2592422 s1->tx2:0 s1->tx3:0
s3->rx1:2755382 s3->rx2:0 s1->tx1:2652174 s1->tx2:0 s1->tx3:0
s3->rx1:3100314 s3->rx2:0 s1->tx1:3039204 s1->tx2:0 s1->tx3:0
s3->rx1:2437610 s3->rx2:0 s1->tx1:2403660 s1->tx2:0 s1->tx3:0
s3->rx1:3259200 s3->rx2:0 s1->tx1:3082660 s1->tx2:0 s1->tx3:0
s3->rx1:975044 s3->rx2:0 s1->tx1:1432690 s1->tx2:0 s1->tx3:0
s3->rx1:649124 s3->rx2:0 s1->tx1:605668 s1->tx2:0 s1->tx3:0
s3->rx1:677642 s3->rx2:0 s1->tx1:746900 s1->tx2:0 s1->tx3:0
s3->rx1:771344 s3->rx2:0 s1->tx1:771344 s1->tx2:0 s1->tx3:0
s3->rx1:976402 s3->rx2:0 s1->tx1:976402 s1->tx2:0 s1->tx3:0
s3->rx1:1950088 s3->rx2:0 s1->tx1:1950088 s1->tx2:0 s1->tx3:0
s3->rx1:1431332 s3->rx2:0 s1->tx1:1431332 s1->tx2:0 s1->tx3:0
s3->rx1:810726 s3->rx2:0 s1->tx1:810726 s1->tx2:0 s1->tx3:0
s3->rx1:1197756 s3->rx2:0 s1->tx1:1188250 s1->tx2:0 s1->tx3:0
s3->rx1:1664908 s3->rx2:0 s1->tx1:1527750 s1->tx2:0 s1->tx3:0
s3->rx1:2030210 s3->rx2:0 s1->tx1:1856386 s1->tx2:0 s1->tx3:0
s3->rx1:1253434 s3->rx2:0 s1->tx1:1573922 s1->tx2:0 s1->tx3:0
s3->rx1:1208620 s3->rx2:0 s1->tx1:1208620 s1->tx2:0 s1->tx3:0
s3->rx1:976402 s3->rx2:0 s1->tx1:976402 s1->tx2:0 s1->tx3:0
s3->rx1:1425900 s3->rx2:0 s1->tx1:1425900 s1->tx2:0 s1->tx3:0
s3->rx1:1443554 s3->rx2:0 s1->tx1:1417752 s1->tx2:0 s1->tx3:0
s3->rx1:1105412 s3->rx2:0 s1->tx1:1131424 s1->tx2:140 s1->tx3:280
s3->rx1:1679846 s3->rx2:0 s1->tx1:1413678 s1->tx2:0 s1->tx3:0
s3->rx1:1609230 s3->rx2:70 s1->tx1:1853880 s1->tx2:210 s1->tx3:210
s3->rx1:598878 s3->rx2:0 s1->tx1:598878 s1->tx2:0 s1->tx3:0
s3->rx1:1415036 s3->rx2:0 s1->tx1:1239854 s1->tx2:0 s1->tx3:0
s3->rx1:920724 s3->rx2:0 s1->tx1:1118040 s1->tx2:203 s1->tx3:203
s3->rx1:837886 s3->rx2:0 s1->tx1:838635 s1->tx2:1022 s1->tx3:1022
s3->rx1:1550836 s3->rx2:0 s1->tx1:1550836 s1->tx2:0 s1->tx3:0
s3->rx1:1201900 s3->rx2:0 s1->tx1:1022714 s1->tx2:140 s1->tx3:140
s3->rx1:2145640 s3->rx2:0 s1->tx1:2217614 s1->tx2:0 s1->tx3:0
s3->rx1:1501948 s3->rx2:0 s1->tx1:1609370 s1->tx2:140 s1->tx3:70
s3->rx1:890890 s3->rx2:0 s1->tx1:890890 s1->tx2:0 s1->tx3:0
s3->rx1:1157016 s3->rx2:0 s1->tx1:880054 s1->tx2:0 s1->tx3:0
s3->rx1:1501948 s3->rx2:0 s1->tx1:1415036 s1->tx2:0 s1->tx3:0
s3->rx1:1157016 s3->rx2:0 s1->tx1:1520960 s1->tx2:70 s1->tx3:0
s3->rx1:2004408 s3->rx2:0 s1->tx1:2004408 s1->tx2:0 s1->tx3:0
s3->rx1:1663550 s3->rx2:0 s1->tx1:1663550 s1->tx2:0 s1->tx3:0
s3->rx1:1250718 s3->rx2:0 s1->tx1:1250718 s1->tx2:0 s1->tx3:0
